Province_Code,Province_Name,District_Code,District_Name,DSD_Code,DSD_Name,GND_Code,GND_Name,AG_0_14,AG_15_59,AG_60_64,AG_65_and_above,Male,Female,Total,Occupied_Housing_Units,Poverty_Percentage,Unemployment_Rate,Road_Density,Road_Length
1,Western,11,Colombo,12,Homagama,340,Kahathuduwa West,460,2046,178,442,1521,1605,3126,903,10.37,5.48,8.193080026,11.97988269
1,Western,11,Colombo,18,Padukka,200,Kahawala,193,664,52,155,516,548,1064,304,18.42,6.8,7.147893024,11.09091884
1,Western,11,Colombo,6,Kolonnawa,195,Kajugahawatta,418,1550,176,417,1234,1327,2561,692,13.67,4.45,3.241410438,5.47742796
1,Western,11,Colombo,21,Maharagama,30,Kalalgoda,961,4141,353,922,3103,3274,6377,1857,7.29,4.31,22.07532747,4.964840531
1,Western,11,Colombo,9,Kaduwela,160,Kalapaluwawa,531,2332,235,666,1804,1960,3764,1113,11.8,4.84,13.05716095,17.94459349
1,Western,11,Colombo,33,Moratuwa,10,Kaldemulla,621,2761,315,693,2121,2269,4390,1312,10.44,3.67,14.09725382,13.55185875
1,Western,11,Colombo,36,Kesbewa,150,Kaliyammahara,628,2209,176,487,1656,1844,3500,973,12.78,6.99,17.44307742,8.956705347
1,Western,11,Colombo,15,Seethawaka,95,Kalu Aggala,263,827,79,218,704,683,1387,392,22.22,7.44,9.362580381,4.60543807
1,Western,11,Colombo,30,Dehiwala,25,Kalubovila,874,3444,307,795,2627,2793,5420,1492,4.7,3.71,3.320066781,17.18700545
1,Western,11,Colombo,15,Seethawaka,15,Kanampella East,221,638,57,166,543,539,1082,308,23.7,7.86,16.80533268,8.548846401
1,Western,11,Colombo,15,Seethawaka,10,Kanampella West,372,1277,116,279,988,1056,2044,595,20.45,6.42,2.030909109,14.4259732
1,Western,11,Colombo,12,Homagama,175,Kandanawatta,582,2157,215,406,1635,1725,3360,973,10.61,5.51,3.580768286,6.217599477
1,Western,11,Colombo,31,Rathmalana,65,Kandawala,1106,5556,456,987,4044,4061,8105,1976,6.87,5.24,2.983406369,3.716626076
1,Western,11,Colombo,30,Dehiwala,70,Karagampitiya,891,3386,299,800,2567,2809,5376,1449,5.32,3.9,8.286449952,26.44565168
1,Western,11,Colombo,33,Moratuwa,90,Katubedda,1267,7063,534,1330,4916,5278,10194,2528,11.85,5.28,20.74727078,8.093812955
1,Western,11,Colombo,33,Moratuwa,190,Katukurunda North,582,2088,194,429,1587,1706,3293,904,15.09,5.07,11.47139304,17.91967768
1,Western,11,Colombo,33,Moratuwa,195,Katukurunda South,677,2364,237,475,1845,1908,3753,1012,14.76,5.2,11.51176631,4.639599755
1,Western,11,Colombo,31,Rathmalana,25,Katukurunduwatta,1997,6980,624,1467,5385,5683,11068,3069,9.81,5.3,12.54024654,6.149969817
1,Western,11,Colombo,12,Homagama,190,Katuwana,637,3178,288,703,2314,2492,4806,1508,7.22,3.48,16.26857457,18.33018477
1,Western,11,Colombo,36,Kesbewa,75,Katuwawala North,450,2171,195,604,1637,1783,3420,1029,8.43,4.1,12.25705774,27.37095563
1,Western,11,Colombo,36,Kesbewa,90,Katuwawala South,213,1240,79,221,857,896,1753,446,9.12,7.19,9.403666592,6.148578694
1,Western,11,Colombo,30,Dehiwala,75,Kawdana East,1169,4944,514,1231,3795,4063,7858,2241,4.06,3.2,8.243668168,3.671245417
1,Western,11,Colombo,31,Rathmalana,10,Kawdana West,1061,4202,432,948,3298,3345,6643,1850,7.81,4.71,16.06939445,18.05196795
1,Western,11,Colombo,6,Kolonnawa,65,Kelanimulla,611,2843,206,410,2034,2036,4070,1103,9.44,4.76,18.81092247,9.75632674
1,Western,11,Colombo,36,Kesbewa,260,Kesbewa East,297,1248,132,344,960,1061,2021,598,10,4.7,8.472227625,11.11418323
1,Western,11,Colombo,36,Kesbewa,255,Kesbewa North,578,2598,240,756,1975,2197,4172,1129,13.16,6.81,12.42838953,8.239085358
1,Western,11,Colombo,36,Kesbewa,285,Kesbewa South,965,4181,483,1119,3281,3467,6748,1872,10.82,5.94,8.785773885,7.770025813
1,Western,11,Colombo,3,Colombo,145,Keselwatta,1136,3591,284,590,2808,2793,5601,1327,14.1,4.39,8.533226537,12.38371871
1,Western,11,Colombo,3,Colombo,95,Khettarama,3253,7923,596,991,6299,6464,12763,2840,15.75,5.1,36.02782184,11.13762882
1,Western,11,Colombo,12,Homagama,180,Kiriberiyakele,491,2196,219,548,1631,1823,3454,953,13.77,6.5,14.83296234,5.011436041
1,Western,11,Colombo,12,Homagama,305,Kirigampamunuwa,611,2502,252,575,1913,2027,3940,1112,11.94,6.02,6.563862933,8.997571963
1,Western,11,Colombo,15,Seethawaka,30,Kiriwandala North,1093,2820,173,442,2252,2276,4528,1165,28.21,10.08,7.572980366,14.04706259
1,Western,11,Colombo,15,Seethawaka,130,Kiriwandala South,393,2035,102,238,1338,1430,2768,782,13.65,5.92,1.67015177,11.62912904
1,Western,11,Colombo,12,Homagama,350,Kiriwattuduwa North,432,1615,152,336,1205,1330,2535,710,13.13,6.4,2.028027692,4.592480536
1,Western,11,Colombo,12,Homagama,345,Kiriwattuduwa South,680,2370,201,418,1791,1878,3669,1041,11.56,6.27,2.917700599,3.802520138
1,Western,11,Colombo,27,Thimbirigasyaya,75,Kirula,2522,11302,1047,2577,7993,9455,17448,4770,7.47,3.77,4.041469838,10.13951009
1,Western,11,Colombo,27,Thimbirigasyaya,80,Kirulapone,2651,10350,1035,2209,7898,8347,16245,4619,6.94,3.7,15.80681554,27.33417559
1,Western,11,Colombo,12,Homagama,360,Kithulavila,804,2816,250,581,2139,2312,4451,1254,12.93,6.41,16.11331853,21.88160767
1,Western,11,Colombo,12,Homagama,215,Kithulhena,241,1090,122,312,853,912,1765,515,11.35,4.98,6.241527944,15.41157232
1,Western,11,Colombo,6,Kolonnawa,45,Kittampahuwa,1480,4394,358,641,3393,3480,6873,1632,15.21,6.75,8.746488926,5.700970502
1,Western,11,Colombo,3,Colombo,55,Kochchikade North,946,4131,400,770,3340,2907,6247,1641,11.31,3.29,15.43633987,8.852700324
1,Western,11,Colombo,3,Colombo,110,Kochchikade South,1550,4491,397,657,3699,3396,7095,1596,14.57,4.76,21.80965147,4.981806368
1,Western,11,Colombo,30,Dehiwala,20,Kohuwala,933,4009,337,1054,2997,3336,6333,1820,4.39,3.22,15.75984525,3.616481677
1,Western,11,Colombo,36,Kesbewa,230,Kolamunna,644,2339,240,540,1811,1952,3763,1076,10.91,5.91,15.60240277,13.00309666
1,Western,11,Colombo,27,Thimbirigasyaya,5,Kollupitiya,927,3791,370,928,2929,3087,6016,1513,8.22,4.18,8.146904823,6.127003236
1,Western,11,Colombo,6,Kolonnawa,110,Kolonnawa,398,1346,107,296,1082,1065,2147,553,13.12,5.52,16.7214441,15.29534836
1,Western,11,Colombo,15,Seethawaka,285,Koodaluvila,582,2108,162,401,1590,1663,3253,877,21.73,8.17,16.14515421,3.968471156
1,Western,11,Colombo,33,Moratuwa,175,Koralawella Eest,361,1414,118,352,1059,1186,2245,640,14.68,4.52,6.137674881,6.994609094
1,Western,11,Colombo,33,Moratuwa,170,Koralawella North,1118,3669,336,687,2830,2980,5810,1578,16,5.44,7.787629285,3.383018787
1,Western,11,Colombo,33,Moratuwa,185,Koralawella South,537,2026,210,428,1533,1668,3201,841,15.61,5.15,14.3703953,5.384994379
1,Western,11,Colombo,33,Moratuwa,180,Koralawella West,601,2039,176,360,1558,1618,3176,857,15.25,5.52,13.22868776,4.660958388
1,Western,11,Colombo,9,Kaduwela,80,Korathota,1902,7438,645,1457,5534,5908,11442,3318,11.67,5.8,10.81863459,3.035238862
1,Western,11,Colombo,15,Seethawaka,310,Koswatta,142,438,38,73,338,353,691,197,21.33,7.61,5.946482607,29.48708516
1,Western,11,Colombo,24,Sri Jayawardanapura Kotte,35,Koswatta,445,2637,289,803,2014,2160,4174,1271,4.82,3.15,36.46774793,37.01334028
1,Western,11,Colombo,3,Colombo,45,Kotahena East,1008,3723,388,971,2775,3315,6090,1676,13.85,3.13,36.46774793,37.01334028
1,Western,11,Colombo,3,Colombo,50,Kotahena West,1723,5735,558,1170,4371,4815,9186,2497,13.15,3.27,11.37779348,3.921376628
1,Western,11,Colombo,15,Seethawaka,135,Kotahera,271,1044,70,161,773,773,1546,431,18.01,7.27,12.36662354,3.834599629
1,Western,11,Colombo,9,Kaduwela,55,Kothalawala,822,4100,485,964,3142,3229,6371,1988,8.14,3.77,7.732970193,5.443959063
1,Western,11,Colombo,6,Kolonnawa,85,Kotikawatta East,630,2543,224,572,1939,2030,3969,1144,11.32,4.07,20.17800044,39.24832072
1,Western,11,Colombo,6,Kolonnawa,140,Kotikawatta West,487,1977,201,447,1459,1653,3112,889,12.71,3.99,13.91904747,6.492761898
1,Western,11,Colombo,21,Maharagama,35,Kottawa East,1110,4179,384,1034,3166,3541,6707,1899,9.45,5.14,15.68520815,5.138344617
1,Western,11,Colombo,21,Maharagama,60,Kottawa North,475,1991,178,511,1487,1668,3155,912,8.39,4.45,11.96949873,19.38779322
1,Western,11,Colombo,21,Maharagama,130,Kottawa South,1166,4568,429,1088,3456,3795,7251,2044,9.14,5.06,12.8658005,7.051665672
1,Western,11,Colombo,21,Maharagama,155,Kottawa Town,687,3215,330,886,2435,2683,5118,1477,7.65,3.99,12.01126595,16.34561471
1,Western,11,Colombo,21,Maharagama,125,Kottawa West,459,1851,169,480,1386,1573,2959,870,8.37,4.28,13.1488992,15.14807277
1,Western,11,Colombo,6,Kolonnawa,20,Kotuvila,930,3663,287,555,2681,2754,5435,1412,11.72,5.34,2.649143414,16.68722791
1,Western,11,Colombo,9,Kaduwela,165,Kotuwegoda,508,2174,197,548,1689,1738,3427,1102,9.27,4.09,11.99846317,7.731669043
1,Western,11,Colombo,6,Kolonnawa,60,Kuda Buthgamuwa,816,3240,283,638,2433,2544,4977,1392,11.44,4.43,8.692819352,5.533531056
1,Western,11,Colombo,15,Seethawaka,35,Kudagama,320,1311,85,245,939,1022,1961,623,14.85,4.32,13.14785611,8.571961273
1,Western,11,Colombo,15,Seethawaka,325,Kudakanda,273,886,81,147,669,718,1387,393,21.06,7.37,0.980896532,13.71111046
1,Western,11,Colombo,12,Homagama,320,Kudamaduwa,593,2357,212,563,1883,1842,3725,1049,11,6.24,2.218013342,2.007685552
1,Western,11,Colombo,33,Moratuwa,85,Kuduwamulla,461,1931,191,463,1507,1539,3046,893,10.49,4.1,7.356673018,9.733392408
1,Western,11,Colombo,9,Kaduwela,235,Kumaragewatta,584,2960,232,730,2179,2327,4506,1325,10.29,4.97,12.109231,24.87177864
1,Western,11,Colombo,27,Thimbirigasyaya,25,Kuppiyawatta East,2012,5849,444,1061,4755,4611,9366,2142,10.12,5.44,11.73405448,6.794937688
1,Western,11,Colombo,27,Thimbirigasyaya,20,Kuppiyawatta West,998,3214,252,581,2599,2446,5045,1217,8.93,5,16.38506654,6.079847603
1,Western,11,Colombo,18,Padukka,145,Kurugala,332,1069,102,205,838,870,1708,473,18.98,7.97,1.589720941,2.872260725
1,Western,11,Colombo,27,Thimbirigasyaya,15,Kurunduwatta,837,4788,349,1005,3145,3834,6979,1618,8.12,4.64,207.8870756,69.23630677
1,Western,11,Colombo,12,Homagama,155,Kurunduwatta,640,2700,273,644,2028,2229,4257,1241,11.39,5.18,207.8870756,69.23630677
1,Western,11,Colombo,6,Kolonnawa,105,Kuruniyawatta,862,2573,183,343,1950,2011,3961,978,14.51,6.47,11.44389075,3.258264935
1,Western,11,Colombo,15,Seethawaka,240,Lahirugama,439,1300,87,230,982,1074,2056,584,23.53,8.27,0.508046373,3.392048027
1,Western,11,Colombo,33,Moratuwa,50,Lakshapathiya Central,601,2170,199,380,1621,1729,3350,964,13.4,4.89,13.64080025,3.053311535
1,Western,11,Colombo,33,Moratuwa,45,Lakshapathiya North,581,2564,260,743,1979,2169,4148,1236,11.87,3.66,17.49562704,10.49055339
1,Western,11,Colombo,33,Moratuwa,80,Lakshapathiya South,821,3508,361,939,2664,2965,5629,1599,13.41,4.11,15.41925058,8.704081308
1,Western,11,Colombo,21,Maharagama,55,Liyanagoda,846,3223,295,637,2432,2569,5001,1416,8.58,5.15,4.559358339,13.84503355
1,Western,11,Colombo,18,Padukka,140,Liyanwala,174,782,72,166,567,627,1194,330,13.83,5.11,1.875082342,4.150908254
1,Western,11,Colombo,3,Colombo,35,Lunupokuna,2273,7602,672,1378,5784,6141,11925,3355,12.26,3.1,12.65550051,14.36896191
1,Western,11,Colombo,3,Colombo,20,Madampitiya,1831,5024,353,491,3890,3809,7699,1893,13.06,4.24,13.43877375,3.807399243
1,Western,11,Colombo,36,Kesbewa,295,Madapatha,628,2629,246,606,1993,2116,4109,1148,10.28,6.05,4.798885391,7.431729926
1,Western,11,Colombo,6,Kolonnawa,220,Madinnagoda,433,2410,225,473,1823,1718,3541,977,8.45,4.01,9.901392727,6.980313172
1,Western,11,Colombo,21,Maharagama,15,Madiwela,975,4072,391,1087,3149,3376,6525,1891,8.17,4.35,11.27711314,16.63180445
1,Western,11,Colombo,18,Padukka,155,Madulawa North,286,996,100,210,768,824,1592,447,17.85,6.65,3.051081923,4.65893878
1,Western,11,Colombo,18,Padukka,150,Madulawa South,273,905,70,195,699,744,1443,402,20.15,7.92,2.385447445,2.337046247
1,Western,11,Colombo,12,Homagama,260,Magammana East,876,3807,284,737,2737,2967,5704,1749,8.41,4.22,7.702117189,10.00263068
1,Western,11,Colombo,12,Homagama,255,Magammana West,612,2121,160,378,1588,1683,3271,939,11.47,6.1,8.576880627,9.59061188
1,Western,11,Colombo,6,Kolonnawa,90,Maha Buthgamuwa A,799,2286,257,549,1843,2048,3891,993,16.59,5.54,12.48454058,5.787463637
1,Western,11,Colombo,6,Kolonnawa,55,Maha Buthgamuwa B,1205,3473,274,511,2685,2778,5463,1319,15.35,6.65,11.84950074,5.909268876
1,Western,11,Colombo,6,Kolonnawa,95,Maha Buthgamuwa C,1210,3373,292,543,2587,2831,5418,1324,16.52,6.48,13.0929077,8.514584977
1,Western,11,Colombo,9,Kaduwela,60,Mahadeniya,964,5136,467,867,3652,3782,7434,2240,7.55,4.58,13.39079032,29.82355043
1,Western,11,Colombo,36,Kesbewa,120,Mahalwarawa,427,1804,146,532,1407,1502,2909,881,9.44,4.56,8.506714347,6.251963785
1,Western,11,Colombo,21,Maharagama,105,Maharagama East,488,2101,191,554,1564,1770,3334,964,8.3,4.34,15.4059573,6.825324813
1,Western,11,Colombo,21,Maharagama,165,Maharagama Town,568,3146,323,909,2366,2580,4946,1457,6.2,3.19,10.7417544,15.13655947
1,Western,11,Colombo,21,Maharagama,110,Maharagama West,248,1325,113,380,992,1074,2066,600,6.84,3.68,12.93202852,4.743626382
1,Western,11,Colombo,3,Colombo,25,Mahawatta,1504,4582,354,668,3611,3497,7108,1746,13.39,4.15,83.9734526,64.83253272
1,Western,11,Colombo,18,Padukka,210,Mahingala,133,446,33,88,339,361,700,187,21.44,9.1,0.740812358,1.822568364
1,Western,11,Colombo,36,Kesbewa,280,Makandana East,868,3441,304,779,2536,2856,5392,1527,11.25,5.99,9.437223372,8.897538754
1,Western,11,Colombo,36,Kesbewa,315,Makandana west,916,3585,280,739,2648,2872,5520,1585,9.88,5.79,9.56880298,9.788018281
1,Western,11,Colombo,36,Kesbewa,190,Makuludoowa,538,2318,205,552,1691,1922,3613,1063,9.72,4.84,11.8926192,6.059935654
1,Western,11,Colombo,21,Maharagama,145,Makumbura North,549,2831,202,642,2095,2129,4224,1296,4.79,3.09,12.17569604,13.19286646
1,Western,11,Colombo,21,Maharagama,150,Makumbura South,174,1028,114,218,735,799,1534,449,4.79,3.05,12.12794566,11.03053444
1,Western,11,Colombo,9,Kaduwela,125,Malabe East,1063,4347,466,1000,3304,3572,6876,1968,12.04,5.49,14.20437718,31.0126031
1,Western,11,Colombo,9,Kaduwela,70,Malabe North,866,6078,556,1071,4623,3948,8571,2091,7.15,6.19,16.35368147,33.23618402
1,Western,11,Colombo,9,Kaduwela,130,Malabe West,789,3795,353,886,2812,3011,5823,1672,10.81,5.23,15.45112061,23.62705815
1,Western,11,Colombo,18,Padukka,195,Malagala,277,1107,93,313,828,962,1790,528,17.99,4.38,2.539404671,11.57409701
1,Western,11,Colombo,21,Maharagama,140,Malapalla East,643,2649,263,608,1980,2183,4163,1235,7.4,4.01,12.98924621,11.99632438
1,Western,11,Colombo,21,Maharagama,135,Malapalla West,357,1726,171,417,1321,1350,2671,769,6.66,3.98,11.93166964,8.117629406
1,Western,11,Colombo,6,Kolonnawa,150,Malgama,953,3766,331,777,2778,3049,5827,1566,13.07,4.78,12.31528393,12.37785359
1,Western,11,Colombo,6,Kolonnawa,160,Maligagodella,399,1655,112,341,1198,1309,2507,689,12.52,4.72,13.61853082,5.842558853
1,Western,11,Colombo,3,Colombo,160,Maligakanda,1768,4584,323,720,3816,3579,7395,1618,15.99,5.26,13.19676758,3.176834859
1,Western,11,Colombo,3,Colombo,90,Maligawatta East,2415,6405,504,898,4995,5227,10222,2477,14.44,4.35,9.964348729,6.358372032
1,Western,11,Colombo,3,Colombo,155,Maligawatta West,1435,4396,346,832,3386,3623,7009,1713,14.59,4.22,20.80501589,5.600640046
1,Western,11,Colombo,6,Kolonnawa,185,Malpura,771,3043,297,555,2167,2499,4666,1265,13.39,4.65,11.84990492,11.29384317
1,Western,11,Colombo,30,Dehiwala,60,Malwatta,553,2355,280,563,1872,1879,3751,1006,3.87,3.43,19.98617165,49.28099743
1,Western,11,Colombo,15,Seethawaka,245,Mambula,207,697,59,154,552,565,1117,319,20.91,7.06,1.647662348,2.72257857
1,Western,11,Colombo,12,Homagama,210,Mambulgoda,411,1820,158,439,1317,1511,2828,845,11.2,4.69,10.61434064,8.795058255
1,Western,11,Colombo,36,Kesbewa,210,Mampe East,336,1356,139,384,1013,1202,2215,652,11.91,5.02,11.46331676,4.654399239
1,Western,11,Colombo,36,Kesbewa,185,Mampe North,825,3539,340,859,2683,2880,5563,1580,9.99,5.59,11.17471028,14.66389519
1,Western,11,Colombo,36,Kesbewa,225,Mampe South,248,1261,124,350,938,1045,1983,569,9.85,4.9,8.646470401,4.127109288
1,Western,11,Colombo,36,Kesbewa,220,Mampe West,432,1875,185,528,1494,1526,3020,872,9.46,5.26,11.51399994,7.256307785
1,Western,11,Colombo,15,Seethawaka,20,Manakada,102,391,22,112,292,335,627,186,21.66,6,1.377525862,2.065801768
1,Western,11,Colombo,3,Colombo,165,Maradana,452,1969,198,373,1564,1428,2992,804,11.24,3.11,36.75075065,7.239689798
1,Western,11,Colombo,3,Colombo,65,Masangasweediya,1507,4274,336,670,3452,3335,6787,1488,15.48,5.09,13.9127282,3.627656222
1,Western,11,Colombo,3,Colombo,10,Mattakkuliya,5653,18163,1499,2820,13749,14386,28135,6838,13.63,4.15,10.81013054,22.5404031
1,Western,11,Colombo,12,Homagama,235,Mattegoda Central 'A',256,1112,120,363,863,988,1851,614,9.05,3.48,22.54320242,4.05450956
1,Western,11,Colombo,12,Homagama,310,Mattegoda Central 'B',311,1564,233,601,1263,1446,2709,875,9.98,3.48,17.60335792,8.202663411
1,Western,11,Colombo,12,Homagama,240,Mattegoda East,588,2524,219,539,1899,1971,3870,1129,9.83,5.28,7.009975949,5.654590942
1,Western,11,Colombo,12,Homagama,230,Mattegoda West,773,3266,362,841,2513,2729,5242,1513,11.83,5.33,10.61236763,21.76814628
1,Western,11,Colombo,36,Kesbewa,205,Mavittara North,444,1940,154,555,1483,1610,3093,909,10.23,5.11,11.20170062,5.941596164
1,Western,11,Colombo,36,Kesbewa,265,Mavittara South,286,1271,125,348,952,1078,2030,585,10.88,5.21,7.718751287,5.141981514
1,Western,11,Colombo,15,Seethawaka,180,Mawalgama,373,1325,99,315,1042,1070,2112,595,21.27,7.24,2.194173611,6.441627333
1,Western,11,Colombo,15,Seethawaka,340,Mawathagama East,155,716,41,150,556,506,1062,313,13.73,5.32,2.828514424,6.405232507
1,Western,11,Colombo,15,Seethawaka,335,Mawathagama West,426,1483,114,268,1106,1185,2291,651,20.48,7.17,25.15713786,8.170971945
1,Western,11,Colombo,12,Homagama,185,Mawathgama,497,1901,179,405,1503,1479,2982,836,10.94,6.34,7.799199586,11.51906135
1,Western,11,Colombo,12,Homagama,40,Meegasmulla,617,2676,170,485,2025,1923,3948,1152,7.63,5.52,6.092290724,13.89416827
1,Western,11,Colombo,12,Homagama,75,Meegoda North,605,2173,179,405,1677,1685,3362,943,11.25,6.55,5.482121733,8.422627965
1,Western,11,Colombo,12,Homagama,90,Meegoda South,415,1569,125,347,1235,1221,2456,692,11.2,6.4,5.710874783,6.810724478
1,Western,11,Colombo,6,Kolonnawa,35,Meethotamulla,1800,5448,464,897,4244,4365,8609,2163,14.35,6.03,11.44735603,5.296732972
1,Western,11,Colombo,6,Kolonnawa,125,Megoda Kolonnawa,3262,8791,676,1118,6829,7018,13847,3298,15.8,7.01,16.68688555,8.60357307
1,Western,11,Colombo,27,Thimbirigasyaya,65,Milagiriya,668,3022,325,924,2413,2526,4939,1530,6.21,2.88,19.72199881,21.28674775
1,Western,11,Colombo,21,Maharagama,10,Mirihana North,938,3912,375,950,3006,3169,6175,1835,7.22,3.97,10.72496226,6.383527612
1,Western,11,Colombo,21,Maharagama,5,Mirihana South,692,3291,333,979,2551,2744,5295,1611,6.48,3.11,13.93449098,7.890202441
1,Western,11,Colombo,15,Seethawaka,120,Miriswatta,504,1609,126,293,1186,1346,2532,708,23.37,7.98,2.155542046,39.12210757
1,Western,11,Colombo,18,Padukka,190,Miriyagalla,229,915,73,224,679,762,1441,404,17.95,5.93,1.223123412,3.791729319
1,Western,11,Colombo,3,Colombo,15,Modara,6930,20400,1554,2844,15579,16149,31728,7725,13.77,4.25,12.10415315,9.582117149
1,Western,11,Colombo,33,Moratuwa,95,Molpe,988,4439,326,780,3223,3310,6533,1652,12.68,5.57,10.07868035,6.136449651
1,Western,11,Colombo,12,Homagama,355,Moonamale - Yakahaluwa,525,1947,160,414,1518,1528,3046,860,11.37,6.35,4.014727048,4.755502276
1,Western,11,Colombo,33,Moratuwa,135,Moratumulla East,531,2236,225,454,1682,1764,3446,960,11.73,4.58,13.84647524,6.277837128
1,Western,11,Colombo,33,Moratuwa,100,Moratumulla North,458,1837,193,405,1397,1496,2893,787,13.62,4.72,9.086980136,2.240643333
1,Western,11,Colombo,33,Moratuwa,140,Moratumulla West,584,2172,203,436,1624,1771,3395,930,14.91,5.03,12.05439965,3.84731475
1,Western,11,Colombo,33,Moratuwa,160,Moratuwella North,294,1307,147,378,1031,1095,2126,620,11.28,3.69,14.07590098,6.369052723
1,Western,11,Colombo,33,Moratuwa,125,Moratuwella South,648,2625,251,709,1985,2248,4233,1222,14.3,4.16,13.45194031,7.251647148
1,Western,11,Colombo,33,Moratuwa,165,Moratuwella West,519,1526,142,222,1185,1224,2409,646,17.19,5.98,3.157330036,0.169639894
1,Western,11,Colombo,36,Kesbewa,335,Morenda,268,899,99,262,759,769,1528,427,12.71,6.84,4.638021338,3.273188109
1,Western,11,Colombo,31,Rathmalana,5,Mount Lavinia,1207,5139,497,1243,4154,3932,8086,2497,5.2,3.69,16.70610308,17.90653842
1,Western,11,Colombo,12,Homagama,50,Mullegama North,274,986,85,178,717,806,1523,440,12.01,5.76,22.67054858,5.404503706
1,Western,11,Colombo,12,Homagama,55,Mullegama South,729,2615,207,564,1990,2125,4115,1166,12.61,6.34,15.20931124,10.30707666
1,Western,11,Colombo,6,Kolonnawa,75,Mulleriyawa North,890,3518,293,570,2679,2592,5271,1453,9.82,4.69,8.273747319,10.73735008
1,Western,11,Colombo,6,Kolonnawa,145,Mulleriyawa South,735,3269,295,630,2424,2505,4929,1391,10.31,4.15,13.35923129,10.30908874
1,Western,11,Colombo,15,Seethawaka,80,Muruthagama,216,720,75,176,584,603,1187,330,22.39,7.37,4.130593396,2.671196838
1,Western,11,Colombo,9,Kaduwela,145,Muttettugoda,956,4471,391,1088,3353,3553,6906,1963,11.29,5.48,15.04639722,16.16426435
1,Western,11,Colombo,36,Kesbewa,200,Nampamunuwa,569,2342,219,524,1756,1898,3654,1052,9.54,5.38,7.171561267,7.368784153
1,Western,11,Colombo,27,Thimbirigasyaya,55,Narahenpita,1999,6786,506,1168,5070,5389,10459,2840,8.06,4.41,14.83620247,11.81342203
1,Western,11,Colombo,21,Maharagama,190,Navinna,586,3486,277,787,2501,2635,5136,1438,6.11,4.08,55.07373226,12.45908172
1,Western,11,Colombo,3,Colombo,85,Nawagampura,1494,4456,357,676,3512,3471,6983,1788,13.16,3.86,12.22070271,1.686064955
1,Western,11,Colombo,9,Kaduwela,40,Nawagamuwa,1075,3804,314,699,2890,3002,5892,1651,12.77,6.62,7.279206593,27.30683004
1,Western,11,Colombo,9,Kaduwela,85,Nawagamuwa South,572,2218,185,350,1569,1756,3325,963,11.83,6,3.198960271,6.218959256
1,Western,11,Colombo,24,Sri Jayawardanapura Kotte,65,Nawala East,552,3001,345,955,2369,2484,4853,1485,5.06,3.18,14.15163168,15.16938485
1,Western,11,Colombo,24,Sri Jayawardanapura Kotte,30,Nawala West,476,2313,261,774,1838,1986,3824,1090,6.84,3.86,7.061310723,9.335030501
1,Western,11,Colombo,12,Homagama,35,Nawalamulla,723,2709,164,382,1956,2022,3978,1098,11.37,7.13,4.615984914,12.12244888
1,Western,11,Colombo,30,Dehiwala,55,Nedimala,1253,4939,519,1224,3828,4107,7935,2259,4.48,3.37,17.83792691,14.50041359
1,Western,11,Colombo,36,Kesbewa,70,Neelammahara,608,2460,223,483,1801,1973,3774,1074,9.61,5.66,11.81374457,7.556217082
1,Western,11,Colombo,15,Seethawaka,260,Neluwattuduwa,135,395,31,130,333,358,691,201,25.59,7.39,1.488289407,4.020074021
1,Western,11,Colombo,3,Colombo,70,New Bazaar,2730,7183,545,1031,5693,5796,11489,2647,15.15,4.77,12.19375732,6.190548205
1,Western,11,Colombo,15,Seethawaka,215,Niripola,256,1007,112,252,816,811,1627,457,19.11,6.19,3.015824433,6.565750862
1,Western,11,Colombo,36,Kesbewa,320,Nivungama,350,1639,150,280,1165,1254,2419,672,8.11,5.6,12.20922924,3.784609557
1,Western,11,Colombo,36,Kesbewa,95,Niwanthidiya,599,2309,228,481,1696,1921,3617,1029,10.83,5.78,7.186748045,5.974059621
1,Western,11,Colombo,12,Homagama,200,Niyandagala,527,2779,183,495,1956,2028,3984,1256,7.15,3.48,8.832736346,7.962114342
1,Western,11,Colombo,24,Sri Jayawardanapura Kotte,80,Nugegoda,466,2262,227,647,1706,1896,3602,1076,6.15,3.68,17.49789751,9.757430264
1,Western,11,Colombo,24,Sri Jayawardanapura Kotte,70,Nugegoda West,607,3003,358,1040,2340,2668,5008,1560,5.94,3.14,16.7781722,15.98239747
1,Western,11,Colombo,24,Sri Jayawardanapura Kotte,5,Obesekarapura,2007,7271,673,1170,5476,5645,11121,2927,8.1,5.18,19.7307527,10.05931594
1,Western,11,Colombo,6,Kolonnawa,30,Orugodawatta,930,2996,251,356,2266,2267,4533,1225,11.56,5.33,13.78923028,6.592233773
1,Western,11,Colombo,9,Kaduwela,200,Oruwala,796,3050,252,632,2225,2505,4730,1375,12.73,5.84,5.282844338,10.94496805
1,Western,11,Colombo,12,Homagama,170,Ovitigama,932,3580,314,588,2684,2730,5414,1505,10.9,6.6,6.439264771,18.91807881
1,Western,11,Colombo,18,Padukka,90,Padukka,442,1784,170,461,1336,1521,2857,800,18.32,5.47,9.500385399,14.16097243
1,Western,11,Colombo,15,Seethawaka,315,Pagngnagula,149,413,25,114,339,362,701,192,27.88,9.44,1.00587093,2.963391171
1,Western,11,Colombo,24,Sri Jayawardanapura Kotte,75,Pagoda,618,3169,334,1085,2513,2693,5206,1551,6.03,3.48,2.601180993,14.55084498
